#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.133899999999998E+02  -.233994306391497E+00  0.698171963444174E+00  -.431566612430595E+00  0.128767111390095E+01
     0.133999999999998E+02  -.234461724771230E+00  0.700845521168043E+00  -.429293837255189E+00  0.128323146730626E+01
     0.134099999999998E+02  -.234905531643235E+00  0.703532149542813E+00  -.426993756847660E+00  0.127882827405119E+01
     0.134199999999998E+02  -.235325438941096E+00  0.706231012976623E+00  -.424667609329920E+00  0.127446245193450E+01
     0.134299999999998E+02  -.235721205122554E+00  0.708941276120459E+00  -.422316661490114E+00  0.127013483054303E+01
     0.134399999999998E+02  -.236092633655471E+00  0.711662106620399E+00  -.419942201762858E+00  0.126584615258045E+01
     0.134499999999998E+02  -.236439571364222E+00  0.714392677607445E+00  -.417545533668647E+00  0.126159707573261E+01
     0.134599999999998E+02  -.236761906673598E+00  0.717132169923246E+00  -.415127969746847E+00  0.125738817499389E+01
     0.134699999999998E+02  -.237059567785715E+00  0.719879774085281E+00  -.412690826005349E+00  0.125321994537822E+01
     0.134799999999998E+02  -.237332520823764E+00  0.722634691999501E+00  -.410235416900245E+00  0.124909280493899E+01
     0.134899999999998E+02  -.237580767973847E+00  0.725396138432599E+00  -.407763050849152E+00  0.124500709802416E+01
     0.134999999999998E+02  -.237804345652953E+00  0.728163342259982E+00  -.405275026272224E+00  0.124096309869609E+01
     0.135099999999998E+02  -.238003322727957E+00  0.730935547508447E+00  -.402772628147379E+00  0.123696101424949E+01
     0.135199999999998E+02  -.238177798806430E+00  0.733712014215315E+00  -.400257125058173E+00  0.123300098876611E+01
     0.135299999999998E+02  -.238327902616037E+00  0.736492019127684E+00  -.397729766706504E+00  0.122908310665066E+01
     0.135399999999998E+02  -.238453790485195E+00  0.739274856266725E+00  -.395191781857053E+00  0.122520739609842E+01
     0.135499999999998E+02  -.238555644933203E+00  0.742059837382442E+00  -.392644376675820E+00  0.122137383245227E+01
     0.135599999999998E+02  -.238633673373870E+00  0.744846292324526E+00  -.390088733421686E+00  0.121758234141372E+01
     0.135699999999998E+02  -.238688106932615E+00  0.747633569354001E+00  -.387526009447951E+00  0.121383280207957E+01
     0.135799999999998E+02  -.238719199373176E+00  0.750421035419105E+00  -.384957336469660E+00  0.121012504978350E+01
     0.135899999999998E+02  -.238727226126488E+00  0.753208076417143E+00  -.382383820052093E+00  0.120645887872828E+01
     0.135999999999998E+02  -.238712483411170E+00  0.755994097461608E+00  -.379806539276812E+00  0.120283404440153E+01
     0.136099999999998E+02  -.238675287432631E+00  0.758778523171152E+00  -.377226546543509E+00  0.119925026577387E+01
     0.136199999999998E+02  -.238615973645360E+00  0.761560797993956E+00  -.374644867468003E+00  0.119570722728445E+01
     0.136299999999998E+02  -.238534896061689E+00  0.764340386577845E+00  -.372062500840169E+00  0.119220458062349E+01
     0.136399999999998E+02  -.238432426589247E+00  0.767116774192939E+00  -.369480418609318E+00  0.118874194632643E+01
     0.136499999999998E+02  -.238308954378920E+00  0.769889467210250E+00  -.366899565868679E+00  0.118531891519766E+01
     0.136599999999998E+02  -.238164885165331E+00  0.772657993636309E+00  -.364320860815100E+00  0.118193504958482E+01
     0.136699999999998E+02  -.238000640582675E+00  0.775421903700517E+00  -.361745194665019E+00  0.117858988452690E+01
     0.136799999999998E+02  -.237816657439923E+00  0.778180770489023E+00  -.359173431512410E+00  0.117528292880040E+01
     0.136899999999998E+02  -.237613386941153E+00  0.780934190616156E+00  -.356606408119238E+00  0.117201366588870E+01
     0.136999999999998E+02  -.237391293838986E+00  0.783681784922180E+00  -.354044933633653E+00  0.116878155489926E+01
     0.137099999999998E+02  -.237150855511342E+00  0.786423199184228E+00  -.351489789235327E+00  0.116558603145252E+01
     0.137199999999998E+02  -.236892560954707E+00  0.789158104825852E+00  -.348941727711649E+00  0.116242650856492E+01
     0.137299999999998E+02  -.236616909689698E+00  0.791886199609787E+00  -.346401472971767E+00  0.115930237754596E+01
     0.137399999999998E+02  -.236324410577792E+00  0.794607208298133E+00  -.343869719508705E+00  0.115621300892711E+01
     0.137499999999998E+02  -.236015580550908E+00  0.797320883264285E+00  -.341347131822260E+00  0.115315775343717E+01
     0.137599999999998E+02  -.235690943258285E+00  0.800027005041672E+00  -.338834343817137E+00  0.115013594303546E+01
     0.137699999999998E+02  -.235351027637819E+00  0.802725382795357E+00  -.336331958192397E+00  0.114714689201093E+01
     0.137799999999998E+02  -.234996366421065E+00  0.805415854704364E+00  -.333840545838322E+00  0.114418989815172E+01
     0.137899999999998E+02  -.234627494583417E+00  0.808098288244159E+00  -.331360645257620E+00  0.114126424398638E+01
     0.137999999999998E+02  -.234244947752212E+00  0.810772580361211E+00  -.328892762026598E+00  0.113836919809475E+01
     0.138099999999998E+02  -.233849260586826E+00  0.813438657534086E+00  -.326437368311092E+00  0.113550401648306E+01
     0.138199999999998E+02  -.233440965145456E+00  0.816096475717664E+00  -.323994902450556E+00  0.113266794401588E+01
     0.138299999999998E+02  -.233020589253296E+00  0.818746020170287E+00  -.321565768621131E+00  0.112986021589432E+01
     0.138399999999998E+02  -.232588654886693E+00  0.821387305165860E+00  -.319150336586597E+00  0.112708005916862E+01
     0.138499999999998E+02  -.232145676586757E+00  0.824020373595522E+00  -.316748941543063E+00  0.112432669427190E+01
     0.138599999999998E+02  -.231692159915016E+00  0.826645296465893E+00  -.314361884060725E+00  0.112159933656052E+01
     0.138699999999998E+02  -.231228599961614E+00  0.829262172302693E+00  -.311989430122788E+00  0.111889719784686E+01
     0.138799999999998E+02  -.230755479914865E+00  0.831871126470345E+00  -.309631811258965E+00  0.111621948791022E+01
     0.138899999999998E+02  -.230273269698525E+00  0.834472310419360E+00  -.307289224768029E+00  0.111356541597235E+01
     0.138999999999998E+02  -.229782424680690E+00  0.837065900873927E+00  -.304961834021488E+00  0.111093419212585E+01
     0.139099999999998E+02  -.229283384455501E+00  0.839652098972664E+00  -.302649768837801E+00  0.110832502870512E+01
     0.139199999999998E+02  -.228776571696504E+00  0.842231129374992E+00  -.300353125915212E+00  0.110573714159186E+01
     0.139299999999998E+02  -.228262391077511E+00  0.844803239345061E+00  -.298071969309143E+00  0.110316975144984E+01
     0.139399999999998E+02  -.227741228254817E+00  0.847368697823759E+00  -.295806330939704E+00  0.110062208488638E+01
     0.139499999999998E+02  -.227213448902101E+00  0.849927794497708E+00  -.293556211114010E+00  0.109809337554106E+01
     0.139599999999998E+02  -.226679397787855E+00  0.852480838872059E+00  -.291321579048419E+00  0.109558286510516E+01
     0.139699999999998E+02  -.226139397883407E+00  0.855028159351278E+00  -.289102373376344E+00  0.109308980427863E+01
     0.139799999999998E+02  -.225593749488991E+00  0.857570102329475E+00  -.286898502628717E+00  0.109061345367411E+01
     0.139899999999998E+02  -.225042729364603E+00  0.860107031288771E+00  -.284709845675892E+00  0.108815308468034E+01
     0.139999999999998E+02  -.224486589852740E+00  0.862639325901117E+00  -.282536252122301E+00  0.108570798029981E+01
     0.140099999999998E+02  -.223925557980718E+00  0.865167381125865E+00  -.280377542647869E+00  0.108327743597741E+01
     0.140199999999998E+02  -.223359834531585E+00  0.867691606292360E+00  -.278233509293433E+00  0.108086076043828E+01
     0.140299999999998E+02  -.222789593074697E+00  0.870212424153983E+00  -.276103915691128E+00  0.107845727655433E+01
     0.140399999999998E+02  -.222214978949201E+00  0.872730269897581E+00  -.273988497244097E+00  0.107606632225875E+01
     0.140499999999998E+02  -.221636108197004E+00  0.875245590089953E+00  -.271886961264208E+00  0.107368725152824E+01
     0.140599999999998E+02  -.221053066444838E+00  0.877758841541498E+00  -.269798987079955E+00  0.107131943545089E+01
     0.140699999999998E+02  -.220465907739217E+00  0.880270490066064E+00  -.267724226130792E+00  0.106896226339665E+01
     0.140799999999998E+02  -.219874653341778E+00  0.882781009115226E+00  -.265662302067581E+00  0.106661514430473E+01
     0.140899999999998E+02  -.219279290497082E+00  0.885290878266028E+00  -.263612810882081E+00  0.106427750809910E+01
     0.140999999999998E+02  -.218679771189030E+00  0.887800581541414E+00  -.261575321091312E+00  0.106194880724019E+01
     0.141099999999998E+02  -.218076010906671E+00  0.890310605545012E+00  -.259549374004868E+00  0.105962851841598E+01
     0.141199999999998E+02  -.217467887443818E+00  0.892821437393617E+00  -.257534484104776E+00  0.105731614437213E+01
     0.141299999999998E+02  -.216855239761259E+00  0.895333562434474E+00  -.255530139568644E+00  0.105501121587491E+01
     0.141399999999998E+02  -.216237866943482E+00  0.897847461737984E+00  -.253535802966875E+00  0.105271329379608E+01
     0.141499999999998E+02  -.215615527284758E+00  0.900363609360997E+00  -.251550912164043E+00  0.105042197130336E+01
     0.141599999999998E+02  -.214987937541894E+00  0.902882469380952E+00  -.249574881453168E+00  0.104813687613513E+01
     0.141699999999998E+02  -.214354772392418E+00  0.905404492706760E+00  -.247607102949114E+00  0.104585767293214E+01
     0.141799999999998E+02  -.213715664137725E+00  0.907930113677980E+00  -.245646948264247E+00  0.104358406559511E+01
     0.141899999999998E+02  -.213070202690669E+00  0.910459746470382E+00  -.243693770485358E+00  0.104131579963165E+01
     0.141999999999998E+02  -.212417935885987E+00  0.912993781331883E+00  -.241746906466215E+00  0.103905266445268E+01
     0.142099999999998E+02  -.211758370150087E+00  0.915532580679614E+00  -.239805679444571E+00  0.103679449557487E+01
     0.142199999999998E+02  -.211090971563563E+00  0.918076475094674E+00  -.237869401986378E+00  0.103454117668303E+01
     0.142299999999998E+02  -.210415167346124E+00  0.920625759257115E+00  -.235937379253584E+00  0.103229264150508E+01
     0.142399999999998E+02  -.209730347788549E+00  0.923180687869280E+00  -.234008912584795E+00  0.103004887545115E+01
     0.142499999999998E+02  -.209035868650696E+00  0.925741471620234E+00  -.232083303371213E+00  0.102780991696870E+01
     0.142599999999998E+02  -.208331054038094E+00  0.928308273248493E+00  -.230159857203043E+00  0.102557585856696E+01
     0.142699999999998E+02  -.207615199762138E+00  0.930881203763244E+00  -.228237888254440E+00  0.102334684746632E+01
     0.142799999999998E+02  -.206887577181364E+00  0.933460318886943E+00  -.226316723868427E+00  0.102112308583166E+01
     0.142899999999998E+02  -.206147437512553E+00  0.936045615783307E+00  -.224395709296623E+00  0.101890483055313E+01
     0.142999999999998E+02  -.205394016592070E+00  0.938637030135000E+00  -.222474212543075E+00  0.101669239254322E+01
     0.143099999999998E+02  -.204626540058649E+00  0.941234433634356E+00  -.220551629256104E+00  0.101448613552526E+01
     0.143199999999998E+02  -.203844228919985E+00  0.943837631948177E+00  -.218627387607950E+00  0.101228647429554E+01
     0.143299999999998E+02  -.203046305456738E+00  0.946446363214187E+00  -.216700953098660E+00  0.101009387244908E+01
     0.143399999999998E+02  -.202231999408979E+00  0.949060297122094E+00  -.214771833218321E+00  0.100790883956709E+01
     0.143499999999998E+02  -.201400554382188E+00  0.951679034625987E+00  -.212839581900736E+00  0.100573192787301E+01
     0.143599999999998E+02  -.200551234402433E+00  0.954302108327915E+00  -.210903803701436E+00  0.100356372837272E+01
     0.143699999999998E+02  -.199683330544084E+00  0.956928983563978E+00  -.208964157634485E+00  0.100140486650349E+01
     0.143799999999998E+02  -.198796167547667E+00  0.959559060215204E+00  -.207020360604645E+00  0.999255997324872E+00
     0.143899999999998E+02  -.197889110341346E+00  0.962191675255023E+00  -.205072190375448E+00  0.997117800293339E+00
     0.143999999999998E+02  -.196961570376359E+00  0.964826106034533E+00  -.203119488018291E+00  0.994990973670353E+00
     0.144099999999998E+02  -.196013011685137E+00  0.967461574295036E+00  -.201162159793672E+00  0.992876228620964E+00
     0.144199999999998E+02  -.195042956570727E+00  0.970097250885433E+00  -.199200178422530E+00  0.990774283066764E+00
     0.144299999999998E+02  -.194050990837703E+00  0.972732261150178E+00  -.197233583713422E+00  0.988685855362476E+00
     0.144399999999998E+02  -.193036768477836E+00  0.975365690941124E+00  -.195262482519875E+00  0.986611657870475E+00
     0.144499999999998E+02  -.192000015728581E+00  0.977996593195094E+00  -.193287048011209E+00  0.984552390510870E+00
     0.144599999999998E+02  -.190940534428964E+00  0.980623995007448E+00  -.191307518249961E+00  0.982508734367403E+00
     0.144699999999998E+02  -.189858204605553E+00  0.983246905121531E+00  -.189324194078838E+00  0.980481345430362E+00
     0.144799999999998E+02  -.188752986230716E+00  0.985864321744139E+00  -.187337436330232E+00  0.978470848557814E+00
     0.144899999999998E+02  -.187624920106431E+00  0.988475240588756E+00  -.185347662381351E+00  0.976477831734943E+00
     0.144999999999998E+02  -.186474127839268E+00  0.991078663041249E+00  -.183355342087997E+00  0.974502840708693E+00
     0.145099999999998E+02  -.185300810885448E+00  0.993673604337382E+00  -.181360993139404E+00  0.972546374070895E+00
     0.145199999999998E+02  -.184105248659166E+00  0.996259101637806E+00  -.179365175885657E+00  0.970608878858027E+00
     0.145299999999998E+02  -.182887795712167E+00  0.998834221884275E+00  -.177368487697534E+00  0.968690746729640E+00
     0.145399999999998E+02  -.181648878007908E+00  0.100139806932143E+01  -.175371556926260E+00  0.966792310779948E+00
     0.145499999999998E+02  -.180388988328805E+00  0.100394979257059E+01  -.173375036537240E+00  0.964913843029118E+00
     0.145599999999998E+02  -.179108680870205E+00  0.100648859114654E+01  -.171379597497572E+00  0.963055552631711E+00
     0.145699999999998E+02  -.177808565089207E+00  0.100901372131497E+01  -.169385922001514E+00  0.961217584829889E+00
     0.145799999999998E+02  -.176489298890225E+00  0.101152450119660E+01  -.167394696621634E+00  0.959400020669087E+00
     0.145899999999998E+02  -.175151581241717E+00  0.101402031503481E+01  -.165406605475107E+00  0.957602877482662E+00
     0.145999999999998E+02  -.173796144329666E+00  0.101650061655563E+01  -.163422323495630E+00  0.955826110141760E+00
     0.146099999999998E+02  -.172423745362929E+00  0.101896493136297E+01  -.161442509900584E+00  0.954069613055064E+00
     0.146199999999998E+02  -.171035158153081E+00  0.102141285832707E+01  -.159467801941190E+00  0.952333222892701E+00
     0.146299999999998E+02  -.169631164597078E+00  0.102384406994027E+01  -.157498809020120E+00  0.950616721997568E+00
     0.146399999999998E+02  -.168212546194112E+00  0.102625831163143E+01  -.155536107256227E+00  0.948919842437343E+00
     0.146499999999998E+02  -.166780075729122E+00  0.102865540004761E+01  -.153580234570259E+00  0.947242270640664E+00
     0.146599999999998E+02  -.165334509253873E+00  0.103103522032889E+01  -.151631686358245E+00  0.945583652552269E+00
     0.146699999999998E+02  -.163876578492766E+00  0.103339772242002E+01  -.149690911811080E+00  0.943943599233582E+00
     0.146799999999998E+02  -.162406983794142E+00  0.103574291647863E+01  -.147758310929513E+00  0.942321692828645E+00
